v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_deep_svdd,anomaly_vote_count,GERCEK_ETIKET_label
-3.9,-15.92,-15.79,-0.24,-0.68,0.48,0.0,0.0,0.0,10.4,-48.96,0.006129750079778406,5.0,0
-6.13,-2.36,6.21,-0.07,0.12,-0.1,51.68,22.31,-35.19,-30.18,53.39,0.006129606547539163,1.0,0
3.02,-16.48,-7.16,0.01,0.02,0.0,-46.56,18.99,-15.27,32.33,-27.71,0.006128509961231347,2.0,0
3.27,-16.4,-9.6,0.59,-0.75,0.17,-8.99,33.15,15.78,43.08,-35.97,0.006128043768518286,6.0,0
-9.08,-4.32,0.7,-0.35,0.39,-0.36,48.25,13.53,7.62,-39.0,2.52,0.0061280104690387815,3.0,0
-0.52,-13.01,-13.77,0.87,-0.31,0.32,0.0,0.0,0.0,18.97,-40.62,0.006127660250375029,6.0,0
-1.62,0.63,10.54,-0.12,0.06,-0.11,210.79,90.77,-146.49,-10.99,91.09,0.006127421412728929,3.0,0
-8.77,-6.67,0.19,0.07,-0.1,0.31,46.63,19.44,10.92,-34.86,-3.93,0.006127401318215435,1.0,0
3.1,-12.08,-15.19,0.23,-0.74,-0.06,-62.4,-6.63,78.59,18.62,-62.97,0.006126840394224473,6.0,0
-8.06,-12.25,-8.89,0.01,0.05,0.03,28.93,6.45,13.21,-10.02,-33.1,0.006126697436114188,1.0,0
-7.79,-2.77,5.6,0.56,-0.95,0.28,52.94,12.81,-15.94,-32.86,54.08,0.006126642319734318,3.0,0
-8.9,-3.14,2.48,0.04,-0.14,0.03,64.84,25.36,1.04,-42.4,21.85,0.0061265188820085695,1.0,0
-5.67,-15.7,-10.2,-0.28,0.43,-0.38,25.9,15.95,12.01,10.56,-33.61,0.006124975623372229,1.0,0
-10.42,5.15,0.11,0.12,-0.32,0.3,61.06,-28.76,9.1,-83.18,-87.69,0.006124839554809427,5.0,0
-6.53,-5.33,-2.79,-0.16,0.16,-0.12,29.28,-28.31,-11.15,-31.07,-11.69,0.006124477279437578,1.0,0
-4.09,-18.32,-13.94,1.03,-1.61,-0.87,0.0,0.0,0.0,21.62,-38.94,0.006124407809833784,6.0,0
-8.73,-5.46,-0.49,0.01,0.12,-0.07,54.74,17.47,15.6,-33.47,-13.99,0.006123936449960111,2.0,0
-3.11,5.6,-6.13,-0.03,-0.03,0.02,56.73,18.37,13.34,-34.2,-6.36,0.006123161375868199,1.0,0
0.12,-14.98,-6.02,0.25,0.03,0.05,0.0,0.0,0.0,23.02,-27.28,0.006123118890325383,1.0,0
-9.07,-15.22,-9.28,0.3,0.83,-0.23,0.0,0.0,0.0,-15.28,-31.04,0.006122935743188109,1.0,0
-8.82,0.41,-2.1,0.39,-0.13,-0.74,57.99,-6.9,5.54,-63.22,-24.3,0.006122773264693286,4.0,0
-11.12,-1.58,0.84,0.01,0.02,-0.06,74.95,-7.07,3.38,-58.87,-0.56,0.006121995894085546,1.0,0
-17.42,-24.13,-7.54,0.03,-1.36,3.23,0.0,0.0,0.0,-31.68,-10.9,0.006121916664289484,5.0,0
-7.23,-12.69,-6.94,0.38,-0.82,-0.13,30.0,10.75,2.23,-6.14,-20.85,0.006121026764406178,1.0,0
-10.14,-13.57,-9.2,-0.23,0.73,-0.24,0.0,0.0,0.0,-13.24,-28.25,0.006120824671013324,1.0,0
-1.56,-17.56,-9.87,-0.55,-0.27,0.66,0.0,0.0,0.0,3.74,-24.98,0.0061206593218737166,4.0,0
-8.6,2.79,-3.76,-1.59,1.48,-0.38,48.79,-21.41,7.8,-71.97,-82.76,0.0061206489875524905,6.0,0
-10.22,-3.8,-2.61,-2.04,1.87,0.28,75.48,16.04,30.94,-40.23,-40.98,0.006120356181784435,5.0,0
-8.22,3.75,-1.69,0.25,-0.85,0.57,39.22,-22.31,16.29,-66.12,-84.16,0.006120176479420903,5.0,0
-8.34,-12.17,-7.77,0.03,0.17,-0.01,33.56,4.65,2.91,-7.69,-26.65,0.006119269929797845,1.0,0
-4.21,1.75,8.44,0.0,0.01,0.07,48.61,-2.95,-64.14,-27.78,90.3,0.0061185493979568455,1.0,0
-11.3,-1.0,0.0,-0.04,0.0,0.02,72.59,-7.25,2.16,-59.19,-0.46,0.006118249702641306,1.0,0
-8.89,-5.39,-4.0,0.69,-0.87,0.11,55.29,29.84,42.12,-34.98,-23.09,0.006118210661872232,1.0,0
-45.1,-11.46,-12.29,0.49,-1.07,0.28,54.74,35.03,19.76,-35.24,-4.62,0.0061178966133327685,4.0,0
-1.84,-16.26,-11.47,-0.83,1.89,-0.68,-12.9,34.23,-8.23,38.09,-47.46,0.006117657201557711,6.0,0
-10.64,-3.41,0.1,0.17,-0.13,-0.95,51.68,9.4,10.57,-42.51,-12.25,0.006117572804601036,2.0,0
-3.11,-12.78,-1.89,-0.3,-0.64,0.47,0.0,0.0,0.0,-1.08,-2.4,0.006117528022542392,1.0,0
-7.41,-6.13,0.41,-0.2,0.22,-0.3,48.43,12.63,5.72,-37.44,3.04,0.006117509076286812,3.0,0
-11.61,-1.03,4.57,-0.38,1.42,0.18,72.42,-12.45,-23.31,-59.02,28.68,0.006117213399873972,4.0,0
-8.34,-5.09,-0.89,0.01,0.03,-0.34,52.58,11.73,5.54,-39.65,-5.51,0.006116781654898329,1.0,0
-10.37,-2.91,2.47,0.75,-0.78,1.06,56.91,17.47,4.5,-50.65,17.01,0.006116260919934356,4.0,0
-12.9,-4.38,-0.61,0.56,-0.93,0.26,55.83,17.82,14.21,-33.91,-5.11,0.006114893918887807,5.0,0
-6.96,-43.39,-9.66,-0.3,0.45,-0.31,0.0,0.0,0.0,-14.99,-40.43,0.006114827894057755,7.0,0
2.9,-16.5,-7.1,0.0,-0.01,0.01,-45.31,19.89,-15.1,32.17,-27.65,0.006114556905190064,2.0,0
-11.61,0.71,-1.97,-0.17,0.84,0.85,63.76,-12.09,17.59,-59.34,-64.17,0.006114541403708226,5.0,0
-8.81,-5.18,-5.11,1.43,-2.48,0.2,5.5,6.18,32.07,-26.67,-33.26,0.0061139110101134705,5.0,0
-4.54,0.66,14.77,-0.57,0.85,-0.3,21.37,6.36,-7.88,-18.81,78.46,0.006113842688767591,4.0,0
-1.64,-4.17,1.15,-0.04,0.01,0.14,0.0,0.0,0.0,-8.92,21.84,0.0061137651813584,1.0,0
-8.07,-2.66,10.28,-2.23,3.82,0.67,35.08,-4.74,-17.25,-31.64,58.5,0.006112373492766701,5.0,0
-9.94,-4.09,-0.19,-0.27,0.38,-0.38,49.33,12.09,6.58,-34.45,4.1,0.006112320098773702,1.0,0
-9.42,-4.82,3.72,0.05,-0.28,-0.72,68.64,18.37,3.64,-45.8,9.06,0.006111944044306886,2.0,0
-3.77,-0.54,8.3,-0.56,0.25,-0.13,41.76,16.75,-54.43,-19.83,71.26,0.006111703484273915,1.0,0
-13.68,-2.68,4.78,-0.57,0.3,-0.19,70.62,18.01,2.68,-42.42,0.27,0.006111446848630148,1.0,0
4.77,-17.99,-11.89,0.23,-0.21,-0.17,-54.39,16.84,6.34,27.32,-33.88,0.006111294704456551,5.0,0
-10.33,-3.29,1.12,-0.08,0.17,-0.07,80.18,11.02,0.43,-42.27,-1.87,0.006111110409061363,1.0,0
-4.0,-0.37,7.21,0.13,-1.07,0.11,65.03,2.59,-52.87,-24.29,72.28,0.00611109950061118,2.0,0
-1.92,-15.91,-4.17,-0.04,1.8,-0.06,0.0,0.0,0.0,23.01,-15.21,0.006110894536573541,2.0,0
-5.54,-2.77,17.64,-2.44,1.7,-0.71,28.41,-4.57,-3.2,-15.94,72.52,0.006110859514707166,6.0,0
-11.55,-1.4,2.41,-0.2,0.35,0.11,80.9,-2.24,-4.07,-57.97,-0.99,0.006110653402411613,1.0,0
-0.99,1.07,6.98,-0.02,-0.23,-0.13,210.79,90.77,-146.49,-10.1,91.63,0.006110306628521602,3.0,0
-9.88,-2.31,3.15,0.46,0.44,-0.41,49.33,14.6,3.12,-39.89,3.35,0.006109646380221085,1.0,0
-8.36,-5.42,1.62,-0.24,-0.15,-0.07,57.09,14.42,7.45,-43.61,-1.06,0.006108879918063528,1.0,0
-8.48,-5.17,-0.75,-0.03,0.0,-0.07,57.09,15.14,11.26,-32.27,-6.97,0.0061086881589919,1.0,0
-17.12,-2.89,20.86,0.92,-1.23,1.14,45.91,20.16,16.12,-35.81,-5.67,0.006108659452544051,6.0,0
-9.92,0.38,-4.25,0.21,0.04,-0.01,54.56,-17.64,22.27,-65.86,-47.63,0.006106543213208653,2.0,0
-10.48,-4.91,-3.93,-0.04,-0.06,0.88,78.02,23.2,6.67,-43.93,-3.59,0.006106498431150009,1.0,0
-8.8,1.66,-4.26,0.19,-0.3,-0.06,50.96,-14.24,23.75,-54.11,-70.23,0.006105657906357003,3.0,0
-9.08,-4.92,-1.9,-0.07,-0.77,-0.14,63.04,35.03,19.07,-34.21,-2.95,0.00610533983891484,2.0,0
-8.78,-3.1,-1.96,-0.19,0.35,-0.38,59.8,10.66,7.97,-41.5,-0.95,0.006105245681765897,1.0,0
-8.86,-4.54,-1.72,0.0,0.03,0.08,39.95,10.66,27.39,-37.53,-11.82,0.006105229032026145,1.0,0
-2.23,2.29,9.81,0.48,2.93,0.13,29.67,7.61,-59.11,-15.52,96.56,0.006104995935669614,5.0,0
1.69,-15.29,-9.86,0.03,1.97,0.2,0.0,0.0,0.0,19.8,-27.32,0.006103847677755671,4.0,0
-0.2,-15.53,-5.67,-0.62,1.33,-0.15,0.0,0.0,0.0,20.71,-33.55,0.006103841936466101,5.0,0
-4.68,-16.48,-8.95,0.76,-1.3,0.26,0.0,0.0,0.0,-1.47,-22.7,0.006103426841230211,3.0,0
4.02,-15.51,-7.79,-0.3,1.7,0.55,-23.41,29.03,24.88,52.69,-33.53,0.006103399857169233,6.0,0
-10.81,-8.61,-0.73,0.19,0.21,0.12,79.45,31.09,4.24,-34.79,-4.69,0.006102890030655442,1.0,0
-5.43,1.19,5.74,0.14,-0.28,0.11,32.2,-24.46,-41.86,-33.13,83.49,0.006102832043630788,2.0,0
-9.21,-6.04,-3.19,0.86,0.14,-0.54,59.44,16.39,13.17,-35.4,-7.77,0.006102619615916708,3.0,0
-4.38,-16.65,-5.97,-0.11,1.14,-1.88,0.0,0.0,0.0,7.3,-17.66,0.006102328532535524,5.0,0
-7.17,-5.22,-0.16,0.3,-0.24,-0.16,58.17,18.37,13.34,-32.69,-4.95,0.006101926068136686,1.0,0
-3.17,-18.41,-10.45,0.9,-0.36,-0.62,0.0,0.0,0.0,22.86,-49.18,0.006101025833932155,6.0,0
-8.72,-5.03,-1.05,0.21,-0.15,0.03,47.35,21.95,8.49,-33.0,-3.62,0.00610087885691917,1.0,0
-8.8,-2.82,-4.72,0.18,-0.23,-0.09,59.98,-0.26,16.8,-55.19,-18.31,0.0061007175266822615,1.0,0
-6.27,5.33,5.73,0.72,-1.33,-0.21,50.42,-20.52,-15.25,-64.84,95.21,0.0061002220533923944,4.0,0
-1.38,-17.88,-9.77,-0.27,2.66,0.43,-12.73,29.03,-17.33,46.43,-19.74,0.006099624385148187,6.0,0
-10.35,-4.11,-0.25,-0.92,1.17,-0.56,52.22,14.24,6.24,-43.47,14.44,0.006099539988191512,4.0,0
-10.82,2.65,-2.24,0.55,-0.74,-0.12,50.6,-27.69,14.64,-76.55,-51.23,0.006098620233602444,4.0,0
-3.21,-4.71,6.56,0.12,-0.55,-0.44,0.0,0.0,0.0,12.45,16.01,0.006098618511215573,1.0,0
0.0,-14.08,-9.39,-0.47,1.96,0.06,0.0,0.0,0.0,25.75,-29.96,0.0060986179370866155,4.0,0
-9.94,-4.48,-0.75,0.03,-0.2,0.04,79.81,19.26,2.5,-44.9,-2.74,0.00609851861277706,1.0,0
-6.87,-7.56,-0.19,0.18,0.27,0.01,57.99,37.18,20.8,-36.76,-5.0,0.006098316519384205,5.0,0
-3.01,0.56,11.34,-0.25,0.06,-0.12,73.15,3.85,-71.08,-18.54,76.29,0.006097764781456556,2.0,0
-5.05,-0.87,7.06,0.34,-1.03,0.34,50.78,15.32,-41.26,-27.39,66.05,0.006097493218459908,3.0,0
-9.68,-4.68,-0.35,-0.12,0.15,-0.08,55.29,17.64,11.61,-34.32,-7.61,0.006096712403078426,2.0,0
-4.7,-16.0,-10.45,-0.61,1.94,0.22,0.0,0.0,0.0,27.86,-34.98,0.006096216355659603,5.0,0
-2.21,-1.04,-8.93,-0.51,0.66,-0.2,10.19,7.25,65.34,-7.59,-78.8,0.006095993019495341,2.0,0
-0.23,5.12,7.04,-0.72,-0.87,0.39,24.44,-18.37,-56.51,-18.8,110.3,0.006095568164067182,6.0,0
-10.31,-6.41,1.46,0.16,-0.17,0.01,83.97,13.35,-1.82,-43.15,-7.01,0.006095268468751643,6.0,0
-9.7,-13.58,-10.33,0.01,0.04,0.05,0.0,0.0,0.0,-7.38,-30.72,0.006094420480282196,1.0,0
-11.32,-2.0,1.19,-0.03,0.1,-0.03,106.52,5.28,-30.77,-55.95,4.44,0.006093692484764756,1.0,0
3.81,-16.21,-10.2,0.99,-1.48,0.28,-17.18,36.02,17.5,26.64,-25.51,0.006092022343628925,6.0,0
-8.9,-5.11,-0.67,-0.09,-0.2,0.49,54.02,20.34,13.17,-35.87,-5.07,0.006091539501176112,1.0,0
-9.0,-4.74,-6.88,0.76,-1.0,0.11,59.98,-0.26,16.8,-55.34,-18.31,0.006091392524163127,1.0,0
-16.73,-0.43,14.6,0.87,0.1,0.35,48.25,14.6,7.62,-37.61,-1.58,0.006091286310306087,1.0,0
-7.57,1.67,-14.43,0.75,-0.15,0.24,0.0,0.0,0.0,-49.28,-46.76,0.006090920590160496,6.0,0
1.5,-18.86,-2.27,0.16,0.39,0.35,0.0,0.0,0.0,27.18,-9.34,0.006090890735454733,3.0,0
-1.63,-15.31,-6.67,-0.21,0.98,-0.15,0.0,0.0,0.0,16.83,-14.08,0.0060896598029709864,1.0,0
-9.52,-2.96,0.46,-0.06,0.07,-0.38,53.12,8.69,5.01,-41.51,-5.89,0.00608961731742817,1.0,0
-8.83,-14.76,-9.73,0.02,-0.11,-0.08,0.0,0.0,0.0,-6.94,-33.81,0.006088732584705477,3.0,0
-8.86,-4.48,0.37,0.57,-0.56,-0.33,55.47,17.47,8.32,-36.44,-5.45,0.006088696414581187,1.0,0
-0.4,-15.59,-5.55,-0.04,0.11,0.01,0.0,0.0,0.0,23.83,-33.51,0.006088640149943404,5.0,0
-10.07,-4.38,-0.74,0.02,-0.1,-0.18,80.36,12.63,0.6,-40.72,-1.01,0.006088585607692492,1.0,0
2.8,-14.8,-10.93,-0.08,1.25,-0.22,-6.49,34.59,-0.68,39.0,-38.32,0.006087896078815169,6.0,0
-1.33,2.08,6.06,0.02,-0.04,0.01,-273.2,-20.7,-251.9,-9.8,95.3,0.006087884596236029,5.0,0
-1.67,0.48,9.68,0.08,-0.08,0.01,-12.89,275.37,-277.89,-10.53,88.68,0.0060871032067255915,4.0,0
-10.25,-3.26,2.95,-0.03,0.02,0.12,56.01,16.21,11.96,-35.33,-8.29,0.006086867239724276,5.0,0
-8.26,-5.3,-0.32,-0.11,0.07,-0.03,56.91,16.04,9.36,-33.37,-5.78,0.006086494630031201,1.0,0
-1.63,-12.67,-11.2,-0.76,2.39,0.47,0.0,0.0,0.0,26.03,-15.54,0.006086270719737982,5.0,0
-8.26,-4.71,3.4,1.11,-1.94,0.45,56.91,34.32,0.0,-35.37,29.72,0.006086006620417775,3.0,0
-8.75,-4.59,-1.42,-0.09,-0.01,0.01,55.83,33.96,18.72,-34.08,-4.41,0.006085812564830319,1.0,0
-8.11,-5.44,-0.97,-0.1,0.09,0.02,58.53,18.72,12.65,-33.41,-5.89,0.006084800375479178,1.0,0
-8.84,-5.73,-0.63,-0.08,-0.24,0.46,54.02,20.34,13.17,-36.03,-4.99,0.006084501254292596,1.0,0
-6.2,-12.49,-4.46,-0.89,1.5,0.15,30.89,10.21,-2.4,-5.45,-30.98,0.006084377242437889,4.0,0
-9.61,-2.13,1.59,0.45,-0.35,0.79,56.91,17.47,4.5,-54.63,24.76,0.006084290548965387,4.0,0
-9.27,1.93,-2.33,-0.39,0.42,0.11,54.56,-12.81,12.3,-64.88,-56.09,0.006084045970029717,1.0,0
-2.64,-5.62,3.9,-0.41,0.88,-0.06,45.0,15.32,7.28,-39.55,0.75,0.006083094638348015,5.0,0
0.31,-78.5,-14.53,0.3,0.39,0.43,52.76,35.21,19.59,-34.3,-4.69,0.0060823166936113185,3.0,0
-0.74,1.36,9.9,0.02,-0.08,0.0,35.61,17.47,-23.57,-7.72,96.64,0.006081938342628674,1.0,0
-14.34,-13.81,5.54,0.08,-0.41,0.11,57.99,-0.44,12.82,-59.82,-8.76,0.006081910784438739,1.0,0
25.0,-78.5,-24.84,0.08,-0.32,0.4,48.43,12.63,5.72,-35.71,1.84,0.00608171156169067,2.0,1
-8.68,-0.94,4.75,0.0,0.0,0.01,59.25,6.18,-14.38,-49.41,42.41,0.006081593865254491,1.0,0
-0.36,-12.69,-3.21,1.04,-0.55,-0.32,0.0,0.0,0.0,3.17,21.96,0.0060799834335301855,5.0,0
-1.13,1.01,9.74,0.36,-0.09,0.2,35.26,11.02,-46.46,-9.98,88.75,0.006079642975058701,3.0,0
-8.71,-5.05,-0.77,0.0,-0.01,0.01,52.22,20.7,14.21,-34.27,-4.56,0.006078722646340675,1.0,0
-1.54,1.64,9.19,0.76,-0.84,0.19,18.85,138.44,-260.57,-5.8,97.56,0.006077842506649638,5.0,0
-10.37,-2.91,2.47,0.75,-0.78,1.06,56.91,17.47,4.5,-50.32,16.25,0.006077599650100839,4.0,0
-0.94,-13.32,-5.26,0.28,0.65,0.26,0.0,0.0,0.0,20.25,-34.76,0.006077173646414765,5.0,0
4.76,-15.28,-8.33,-1.05,1.8,-0.11,-9.88,35.84,4.29,49.84,-41.18,0.006077171924027894,6.0,0
-4.1,-13.44,-3.75,0.28,0.08,0.23,0.0,0.0,0.0,8.77,-15.33,0.0060771558484170995,1.0,0
-3.2,-16.17,-4.48,0.37,0.38,1.11,32.13,12.54,-4.97,-11.0,-15.47,0.006076731567117897,5.0,0
-7.79,1.28,-7.78,0.49,-0.83,-0.36,39.59,-15.14,16.29,-64.04,-54.36,0.006076383070841016,6.0,0
-9.94,-4.74,0.3,-0.04,-0.01,-0.01,86.49,19.44,5.46,-41.88,1.0,0.006075608570878061,1.0,0
-11.82,-2.64,-3.89,-1.05,0.52,1.49,85.95,13.88,12.56,-54.99,-19.55,0.006075508672439548,6.0,0
5.69,-5.84,-2.14,-0.02,0.28,-0.25,80.36,18.37,-0.08,-44.02,1.97,0.006074275443439973,9.0,1
-10.64,-7.13,1.03,-1.09,0.42,-0.21,58.53,13.71,9.52,-42.44,-4.68,0.006073857477559297,1.0,0
7.63,-60.27,1.77,-1.5,0.13,-0.14,85.41,21.23,1.99,-39.96,-1.52,0.00607368064584055,2.0,0
-8.67,-5.22,-0.67,0.02,-0.05,0.01,50.96,15.5,12.65,-34.24,-6.57,0.0060731989516456504,1.0,0
-1.34,-13.5,-3.37,0.05,1.04,0.19,0.0,0.0,0.0,19.74,-35.5,0.006072703478355784,5.0,0
-9.27,-3.92,0.76,1.12,-1.46,0.26,45.18,14.06,23.75,-40.56,3.78,0.006072646639589044,2.0,0
-9.52,-0.38,-3.37,-0.46,0.44,0.33,57.27,-1.15,13.86,-57.79,-25.76,0.006072566835664025,1.0,0
-9.38,-5.92,-10.9,-0.73,1.85,0.56,33.74,-13.8,6.17,-12.51,-35.18,0.00607223039609524,2.0,0
-9.33,-5.24,-0.28,0.0,0.0,-0.01,50.6,19.07,12.65,-35.68,-6.06,0.006072136813075253,1.0,0
3.18,-13.24,-15.23,0.11,-0.53,0.01,-62.4,-6.63,78.59,19.67,-64.12,0.006072117866819673,6.0,0
-8.5,-5.55,-0.34,0.0,0.0,0.0,51.5,15.32,12.13,-36.33,-6.08,0.006072011078833676,1.0,0
-8.55,-11.64,-7.41,0.07,0.07,-0.04,28.93,6.45,13.21,-10.66,-32.87,0.006071779704864016,2.0,0
-10.06,-5.14,1.36,0.0,-0.08,-0.02,80.54,19.62,0.78,-42.35,-0.64,0.006071084434697124,1.0,0
2.57,-17.12,-10.26,-0.27,1.02,0.01,-5.43,32.43,13.72,31.49,-33.36,0.006070059040379972,6.0,0
-10.1,-4.66,-0.07,-0.03,-0.02,-0.03,88.12,19.98,0.78,-39.62,-4.32,0.0060695888287642125,1.0,0
-10.15,-6.36,-3.21,0.45,-0.53,-0.28,67.73,38.61,21.49,-35.63,-2.58,0.006069468835812206,1.0,0
-8.36,-4.26,-2.68,0.83,-0.78,0.81,50.05,18.89,13.86,-40.96,1.44,0.006068120206892279,2.0,0
0.6,-13.48,-8.33,-0.21,0.33,-0.23,0.0,0.0,0.0,29.87,-21.64,0.006067430678014956,1.0,0
-8.52,-5.35,-0.17,-0.02,0.09,-0.02,56.91,18.89,12.13,-29.93,-5.33,0.006067424936725386,1.0,0
-6.1,-1.38,10.0,-0.76,0.27,-0.18,57.81,19.44,-56.34,-27.57,65.57,0.006067298628354852,2.0,0
-9.74,-4.78,1.81,0.26,-0.09,-0.06,63.58,31.27,19.23,-39.79,-2.42,0.006067117777733407,1.0,0
-8.4,-12.08,-9.33,0.07,0.44,-0.13,31.24,6.98,8.58,-1.93,-31.93,0.006066650436762432,1.0,0
-9.21,-14.23,-11.63,0.21,-0.49,0.18,0.0,0.0,0.0,-3.85,-35.4,0.006066283568358926,3.0,0
-8.21,-4.48,2.0,-0.16,0.33,-0.11,55.83,16.39,14.56,-34.96,-6.9,0.006065024503556287,2.0,0
-8.97,-2.56,5.15,0.63,-1.86,0.16,67.19,19.8,-19.59,-33.47,57.72,0.006064272968751612,3.0,0
-10.06,-2.68,-2.54,0.16,-0.48,0.01,46.63,14.06,9.52,-36.17,-0.83,0.00606423909514315,3.0,0
-5.86,-4.69,7.96,0.47,-0.35,0.16,54.56,10.11,-45.24,-31.5,67.44,0.006063288911719362,2.0,0
-4.94,-1.5,13.68,0.5,-0.62,0.38,46.63,16.57,-41.78,-28.52,73.13,0.006063013329820016,3.0,0
-3.17,-0.3,11.49,-0.25,0.27,-0.1,267.43,281.82,-254.32,-12.46,84.15,0.006062550007751739,5.0,0
-7.91,-12.01,-9.25,0.04,0.25,-0.21,32.67,2.68,8.23,-8.3,-31.88,0.006061162912191696,1.0,0
-38.25,28.51,4.12,0.62,0.58,2.6,0.0,0.0,0.0,-18.93,-35.6,0.0060610406227238605,5.0,0
-21.27,-23.97,38.85,0.22,0.32,-0.13,48.61,16.75,11.78,-35.28,-2.96,0.006060093884073814,2.0,0
-4.57,-1.07,8.94,0.07,-0.96,0.14,65.03,2.59,-52.87,-24.02,72.48,0.006060063455239095,2.0,0
-3.13,0.51,11.05,-0.64,0.63,-0.31,41.94,11.2,-55.3,-11.04,84.43,0.006059694290319762,2.0,0
-8.76,-5.05,-0.55,0.0,0.01,0.0,55.65,18.37,10.57,-35.2,-3.6,0.006059662713227129,1.0,0
1.46,-17.3,-9.35,0.38,-0.16,0.34,-45.13,21.5,-5.31,25.99,-32.58,0.006059218911543389,5.0,0
-10.36,1.7,2.02,-0.19,1.0,0.71,73.51,-17.11,1.64,-69.88,-1.97,0.0060578961184265265,6.0,0
-27.24,26.51,7.92,0.66,-0.55,0.9,50.6,21.23,14.38,-37.46,-3.33,0.006057267447218643,2.0,0
-10.92,-5.51,-0.62,-0.14,0.15,-0.15,80.36,10.48,-5.63,-44.28,-3.78,0.006056357452821843,1.0,0
-8.89,-20.44,-9.43,-0.08,-0.38,-0.53,0.0,0.0,0.0,-14.04,-32.09,0.006056080722664582,1.0,0
-8.32,-3.66,-4.25,0.39,-0.56,-0.22,56.01,5.09,18.2,-49.94,-26.65,0.006056010104802874,1.0,0
-9.51,-2.92,-4.73,0.32,-0.17,0.37,55.47,12.09,17.68,-41.09,-23.35,0.0060557781567042585,1.0,0
-6.37,5.15,2.94,1.54,-3.57,0.71,48.25,-21.23,-22.53,-53.08,108.42,0.006054691904717668,5.0,0
-9.86,-3.7,0.01,-0.14,0.17,-0.09,85.59,16.04,-3.03,-43.18,-0.26,0.006053246248004013,1.0,0
-3.87,-15.9,-16.57,-0.24,-0.62,0.49,0.0,0.0,0.0,10.3,-48.88,0.006052943682043689,4.0,0
-8.69,-3.86,2.4,0.0,0.09,0.0,65.39,29.12,5.72,-42.01,16.74,0.006052136456730186,1.0,0
-5.42,-14.84,-11.59,0.11,-0.18,0.49,25.37,15.05,16.98,-1.35,-40.48,0.006051042741067156,2.0,0
-1.53,-16.21,-6.91,0.0,-0.1,-0.02,0.0,0.0,0.0,12.77,-24.75,0.006049726837497777,1.0,0
-5.53,3.92,2.24,-0.54,-1.49,-0.47,37.79,-35.03,-11.52,-45.55,102.2,0.006049169358280557,5.0,0
-7.84,-6.3,-2.27,-0.2,-0.71,0.77,51.86,19.26,16.64,-33.54,-12.45,0.006049076923518484,1.0,0
-3.21,-18.91,-13.14,-0.37,-0.7,1.99,0.0,0.0,0.0,-5.13,-31.98,0.006048943725600467,5.0,0
-8.11,1.92,-4.24,0.6,-1.07,1.0,39.22,-10.84,30.51,-48.35,-72.88,0.006048767468010677,6.0,0
-9.02,-4.26,-1.36,-0.11,0.28,-0.11,54.2,13.71,14.38,-37.17,-7.71,0.006048553892038683,1.0,0
-9.73,-1.27,-2.04,-0.02,0.39,0.14,54.2,1.52,24.44,-52.77,-33.77,0.006048493608498201,1.0,0
-1.08,-18.02,-9.24,0.57,-0.04,-0.5,0.0,0.0,0.0,21.13,-11.27,0.0060480331570747095,1.0,0
-8.48,1.66,-5.34,0.26,-0.19,0.22,52.22,-15.86,22.88,-54.56,-71.7,0.006047937851667852,3.0,0
-6.89,-10.86,-7.76,-0.03,0.0,0.17,0.0,0.0,0.0,-16.06,-28.61,0.0060473338680051185,1.0,0
-9.9,-1.91,2.64,-0.26,0.68,0.47,59.25,13.71,2.25,-56.44,22.61,0.006047057137847858,3.0,0
-8.16,-3.86,-1.47,-0.15,-0.1,0.47,47.53,17.47,16.29,-38.28,-11.96,0.006046666730157117,1.0,0
-11.47,-2.48,-0.66,0.56,-0.7,1.15,83.79,19.98,-4.07,-50.17,8.58,0.006046439949219114,2.0,0
-9.1,-5.59,0.6,0.52,0.0,0.14,50.42,13.53,4.5,-39.77,-10.84,0.0060463722020021905,1.0,0
-10.31,0.56,-2.12,0.89,-1.34,0.37,45.0,-4.74,8.32,-66.26,4.04,0.006046155181256455,5.0,0
-9.33,-3.79,2.4,0.43,-0.14,0.11,53.48,15.86,14.04,-39.95,-7.14,0.0060459525137346445,1.0,0
-9.94,-5.07,-0.59,0.0,-0.09,-0.08,61.6,32.52,19.41,-35.51,-7.36,0.006045683247253825,1.0,0
0.39,3.6,-7.18,-0.18,-0.47,0.57,45.91,15.14,7.45,-35.58,3.75,0.006045118304360165,2.0,1
-9.27,2.78,-3.13,-0.4,0.63,-0.47,56.37,-22.67,17.07,-67.3,-66.91,0.006044799088660088,4.0,0
-8.95,-9.17,-3.19,0.9,0.34,1.33,0.0,0.0,0.0,-44.28,-0.45,0.006044606755459503,4.0,0
5.35,-12.85,-7.03,0.15,-0.73,0.67,0.0,0.0,0.0,38.3,-37.01,0.006044584364430181,6.0,0
-14.87,-7.68,6.03,0.28,-0.13,0.27,50.6,13.71,9.18,-34.93,-4.79,0.006044072241400562,5.0,0
-8.98,-4.43,-1.11,-0.16,0.26,-0.24,47.35,14.06,16.12,-39.71,-0.64,0.006044040090178972,1.0,0
-3.63,-12.92,-2.25,0.15,-0.2,0.03,77.11,14.78,-5.98,-44.74,3.33,0.006043738672476561,6.0,0
